PassengerId,Age,SibSp,Parch,TicketCrew,FarePerPerson,FamilyCrew,Cabin_num,Sex_bin,Embarked_cat,Title_cat,Deck_cat,Pclass_cat,Survived
866,42.0,0,0,1,13.0,1,0,0,2,13,7,1,1
867,27.0,1,0,1,13.858,2,0,0,0,9,7,1,1
868,31.0,0,0,1,50.496,1,24,1,2,12,0,0,0
869,33.2,0,0,1,9.5,1,0,1,2,12,7,2,0
870,4.0,1,1,3,3.711,3,0,1,2,8,7,2,1
871,26.0,0,0,1,7.896,1,0,1,2,12,7,2,0
872,47.0,1,1,2,26.277,3,35,0,2,13,3,0,1
873,33.0,0,0,1,5.0,1,51,1,2,12,1,0,0
874,47.0,0,0,1,9.0,1,0,1,2,12,7,2,0
875,28.0,1,0,2,12.0,2,0,0,0,13,7,1,1
876,15.0,0,0,1,7.225,1,0,0,0,9,7,2,1
877,20.0,0,0,2,4.923,1,0,1,2,12,7,2,0
878,19.0,0,0,1,7.896,1,0,1,2,12,7,2,0
879,33.2,0,0,1,7.896,1,0,1,2,12,7,2,0
880,56.0,0,1,3,27.719,2,50,0,0,13,2,0,1
881,25.0,0,1,2,13.0,2,0,0,2,13,7,1,1
882,33.0,0,0,1,7.896,1,0,1,2,12,7,2,0
883,22.0,0,0,1,10.517,1,0,0,2,9,7,2,0
884,28.0,0,0,1,10.5,1,0,1,2,12,7,1,0
885,25.0,0,0,1,7.05,1,0,1,2,12,7,2,0
886,39.0,0,5,6,4.854,6,0,0,1,13,7,2,0
887,27.0,0,0,1,13.0,1,0,1,2,15,7,1,0
888,19.0,0,0,1,30.0,1,42,0,2,9,1,0,1
889,22.4,1,2,4,5.862,4,0,0,2,9,7,2,0
890,26.0,0,0,1,30.0,1,148,1,0,12,2,0,1
891,32.0,0,0,1,7.75,1,0,1,1,12,7,2,0
